vendor_id,year_month,risk_score,delivery_score,dispute_score,quality_score,overall_trend
V333,2025-05,42.3,55.3,19.2,55.0,decreasing
V333,2025-05,42.2,62.3,17.0,61.8,decreasing
V333,2025-06,40.2,56.6,16.5,67.2,decreasing
V333,2025-07,39.8,58.2,18.0,74.9,decreasing
V333,2025-08,37.7,52.4,14.5,68.2,decreasing
V333,2025-09,34.5,68.6,19.6,55.6,decreasing
V333,2025-10,32.2,71.9,13.1,58.2,decreasing
V333,2025-11,34.3,64.8,20.3,56.3,decreasing
V092,2025-01,23.6,71.6,15.8,73.7,stable
V092,2025-01,23.5,79.0,15.5,66.4,stable
V092,2025-03,22.3,75.2,8.9,73.0,increasing
V092,2025-04,24.8,74.7,14.1,63.2,increasing
V092,2025-05,22.5,82.6,6.3,80.0,increasing
V092,2025-05,28.8,63.1,14.6,56.4,increasing
V092,2025-06,27.3,82.5,16.2,85.7,increasing
V092,2025-07,27.3,69.5,12.9,68.9,increasing
V092,2025-08,30.5,79.5,18.4,82.7,increasing
V092,2025-09,30.0,67.6,10.6,65.7,increasing
V092,2025-10,28.7,63.3,13.9,77.2,increasing
V092,2025-11,31.9,75.9,12.3,71.2,increasing
V258,2025-01,48.5,50.5,26.1,62.6,stable
V258,2025-01,51.7,51.5,20.9,52.4,stable
V258,2025-03,55.9,40.5,29.3,55.3,increasing
V258,2025-04,57.7,47.0,30.6,50.0,increasing
V258,2025-05,56.4,48.4,31.1,50.0,increasing
V258,2025-05,60.8,48.1,30.1,50.0,increasing
V258,2025-06,61.0,40.0,29.3,50.0,increasing
V258,2025-07,62.7,44.7,35.1,50.0,increasing
V258,2025-08,64.3,40.0,32.1,50.0,increasing
V258,2025-09,66.6,43.3,38.2,50.0,increasing
V258,2025-10,68.7,40.5,34.1,50.0,increasing
V258,2025-11,66.4,40.0,37.6,50.0,increasing
V278,2025-01,25.2,83.4,10.9,71.3,stable
V278,2025-01,27.0,77.4,15.1,86.6,stable
V278,2025-03,29.6,73.7,19.0,74.4,stable
V278,2025-04,28.8,77.1,12.7,62.9,stable
V278,2025-05,29.6,78.8,10.5,65.7,stable
V278,2025-05,31.9,72.9,18.2,72.7,stable
V278,2025-06,31.5,77.8,15.1,60.5,stable
V278,2025-07,28.6,67.2,10.4,66.6,stable
V278,2025-08,30.9,62.8,19.9,71.3,stable
V278,2025-09,28.4,67.8,13.0,78.7,stable
V278,2025-10,29.8,72.0,11.8,66.8,stable
V278,2025-11,30.8,74.6,18.4,82.2,stable
V356,2025-01,31.5,60.6,10.9,79.0,stable
V356,2025-01,31.4,74.9,13.7,60.2,stable
V356,2025-03,35.1,57.9,15.4,72.3,increasing
V356,2025-04,37.6,69.0,14.1,57.0,increasing
V356,2025-05,37.0,66.8,16.2,73.4,increasing
V356,2025-05,38.9,63.7,16.6,54.8,increasing
V356,2025-06,42.8,48.4,24.5,50.0,increasing
V356,2025-07,42.8,64.2,25.7,50.0,increasing
V356,2025-08,44.4,64.1,25.0,66.3,increasing
V356,2025-09,45.8,50.2,26.1,66.5,increasing
V356,2025-10,43.9,46.5,20.9,53.8,increasing
V356,2025-11,47.3,49.7,22.6,50.0,increasing
V327,2025-01,49.2,58.0,23.5,50.0,stable
V327,2025-01,52.6,49.0,29.4,57.9,stable
V327,2025-03,52.5,46.7,22.9,50.0,stable
V327,2025-04,52.5,43.3,22.7,50.0,stable
V327,2025-05,53.0,51.7,21.6,53.8,stable
V327,2025-05,52.0,51.5,30.9,50.0,stable
V327,2025-06,54.4,44.1,30.6,58.4,stable
V327,2025-07,49.4,60.1,21.5,50.0,stable
V327,2025-08,54.8,48.2,28.3,59.3,stable
V327,2025-09,52.8,45.3,21.8,50.0,stable
V327,2025-10,52.1,51.6,30.6,52.5,stable
V327,2025-11,51.5,52.3,28.7,53.2,stable
V166,2025-01,74.8,40.0,32.5,50.0,stable
V166,2025-01,72.8,40.0,40.5,50.0,stable
V166,2025-03,76.7,40.0,38.1,50.0,increasing
V166,2025-04,74.8,40.0,36.2,50.0,increasing
V166,2025-05,79.5,40.0,36.0,50.0,increasing
V166,2025-05,80.6,40.0,40.7,50.0,increasing
V166,2025-06,81.6,40.0,44.0,50.0,increasing
V166,2025-07,81.7,40.0,44.2,50.0,increasing
V166,2025-08,84.5,40.0,44.8,50.0,increasing
V166,2025-09,84.6,40.0,45.9,50.0,increasing
V166,2025-10,81.8,40.0,39.0,50.0,increasing
V166,2025-11,86.3,40.0,39.0,50.0,increasing
V473,2025-01,19.0,78.2,10.0,78.7,stable
V473,2025-01,19.7,70.3,7.9,93.7,stable
V473,2025-03,15.2,90.5,9.2,83.2,decreasing
V473,2025-04,13.6,90.3,7.0,100.0,decreasing
V473,2025-05,10.2,90.5,2.2,77.7,decreasing
V473,2025-05,11.1,83.7,2.4,82.9,decreasing
V473,2025-06,9.2,100.0,5.6,82.3,decreasing
V473,2025-07,5.0,87.6,3.7,82.2,decreasing
V473,2025-08,5.0,92.6,6.5,92.0,decreasing
V473,2025-09,5.0,90.1,1.8,100.0,decreasing
V473,2025-10,5.0,86.4,4.8,100.0,decreasing
V473,2025-11,5.0,88.9,1.2,99.7,decreasing
V060,2025-01,81.9,40.0,43.8,50.0,stable
V060,2025-01,83.5,40.0,39.5,50.0,stable
V060,2025-03,82.6,40.0,39.6,50.0,increasing
V060,2025-04,84.7,40.0,38.8,50.0,increasing
V060,2025-05,81.6,40.0,45.6,50.0,increasing
V060,2025-05,86.4,40.0,39.5,50.0,increasing
V060,2025-06,86.7,40.0,46.4,50.0,increasing
V060,2025-07,84.3,40.0,40.0,50.0,increasing
V060,2025-08,83.6,40.0,40.0,50.0,increasing
V060,2025-09,84.8,40.0,44.2,50.0,increasing
V060,2025-10,87.8,40.0,42.9,50.0,increasing
V060,2025-11,86.8,40.0,45.5,50.0,increasing
V390,2025-01,31.6,76.8,17.2,64.5,stable
V390,2025-01,34.7,68.9,16.5,64.0,stable
V390,2025-03,32.7,64.4,16.0,60.9,stable
V390,2025-04,35.8,64.6,20.1,76.9,stable
V390,2025-05,31.5,71.2,11.6,62.6,stable
V390,2025-05,34.8,72.1,18.8,52.5,stable
V390,2025-06,31.7,60.2,16.6,55.9,stable
V390,2025-07,32.0,76.6,19.1,53.3,stable
V390,2025-08,36.0,67.5,22.3,53.1,stable
V390,2025-09,33.4,70.4,18.4,67.6,stable
V390,2025-10,31.2,59.1,12.5,78.8,stable
V390,2025-11,30.5,68.0,15.6,64.9,stable
V181,2025-01,18.0,90.6,11.6,94.1,stable
V181,2025-01,19.2,78.1,5.9,76.4,stable
V181,2025-03,19.7,80.3,6.5,94.4,increasing
V181,2025-04,22.5,81.0,14.6,88.0,increasing
V181,2025-05,26.8,69.0,13.3,66.1,increasing
V181,2025-05,22.9,79.7,10.4,89.8,increasing
V181,2025-06,29.6,79.6,15.0,82.2,increasing
V181,2025-07,30.8,77.0,18.9,55.9,increasing
V181,2025-08,26.4,72.8,11.2,61.8,increasing
V181,2025-09,29.7,74.8,13.8,55.6,increasing
V181,2025-10,31.3,62.6,15.9,80.6,increasing
V181,2025-11,32.4,75.9,11.3,75.7,increasing
V288,2025-01,46.2,51.0,27.0,54.8,stable
V288,2025-01,44.4,65.4,23.8,53.8,stable
V288,2025-03,42.4,62.5,16.3,69.1,decreasing
V288,2025-04,44.6,47.6,20.2,50.0,decreasing
V288,2025-05,41.7,54.9,16.2,63.3,decreasing
V288,2025-05,43.7,65.5,26.7,50.0,decreasing
V288,2025-06,39.7,60.2,21.7,50.0,decreasing
V288,2025-07,40.1,65.5,19.0,66.7,decreasing
V288,2025-08,38.8,67.7,15.7,74.9,decreasing
V288,2025-09,37.9,54.6,17.4,50.0,decreasing
V288,2025-10,36.0,55.0,21.3,61.8,decreasing
V288,2025-11,34.3,55.8,17.0,59.2,decreasing
V246,2025-01,22.9,77.3,9.0,85.1,stable
V246,2025-01,27.0,82.9,11.0,82.6,stable
V246,2025-03,22.9,81.2,14.5,83.1,stable
V246,2025-04,24.6,69.1,17.2,78.2,stable
V246,2025-05,25.2,69.4,8.9,60.9,stable
V246,2025-05,27.2,81.4,12.9,76.3,stable
V246,2025-06,21.6,69.4,9.9,72.6,stable
V246,2025-07,24.7,69.9,10.7,74.6,stable
V246,2025-08,23.8,79.0,10.0,69.2,stable
V246,2025-09,22.3,74.7,10.3,72.3,stable
V246,2025-10,20.8,70.0,5.9,86.6,stable
V246,2025-11,21.6,77.8,14.9,66.4,stable
V299,2025-01,37.2,58.9,14.6,50.0,stable
V299,2025-01,38.6,68.7,17.6,68.7,stable
V299,2025-03,37.7,67.9,19.1,58.4,stable
V299,2025-04,39.7,54.5,18.7,71.9,stable
V299,2025-05,36.9,68.0,14.6,65.7,stable
V299,2025-05,41.8,61.3,17.8,64.3,stable
V299,2025-06,42.2,49.3,21.5,53.1,stable
V299,2025-07,41.2,68.6,17.6,65.4,stable
V299,2025-08,37.4,56.4,19.2,55.2,stable
V299,2025-09,42.7,64.4,25.4,71.6,stable
V299,2025-10,43.1,55.9,23.7,69.3,stable
V299,2025-11,38.4,60.0,23.5,61.8,stable
V293,2025-01,18.2,74.4,4.5,83.8,stable
V293,2025-01,17.4,86.5,11.1,79.6,stable
V293,2025-03,15.3,92.1,12.4,74.7,decreasing
V293,2025-04,14.3,83.4,9.9,82.7,decreasing
V293,2025-05,10.0,83.6,1.6,81.5,decreasing
V293,2025-05,11.2,96.4,8.5,87.5,decreasing
V293,2025-06,9.9,90.6,3.0,81.8,decreasing
V293,2025-07,8.5,92.6,0.9,77.9,decreasing
V293,2025-08,5.0,85.8,0.0,100.0,decreasing
V293,2025-09,7.0,88.4,6.4,97.3,decreasing
V293,2025-10,5.0,100.0,2.8,80.0,decreasing
V293,2025-11,5.0,97.1,1.2,82.5,decreasing
V342,2025-01,50.4,45.5,30.0,53.4,stable
V342,2025-01,45.8,51.3,25.2,50.0,stable
V342,2025-03,47.9,42.4,25.5,63.1,increasing
V342,2025-04,52.7,48.9,28.6,52.9,increasing
V342,2025-05,53.5,41.7,28.0,50.0,increasing
V342,2025-05,49.7,49.1,23.1,50.0,increasing
V342,2025-06,53.0,54.2,25.4,50.0,increasing
V342,2025-07,54.3,44.4,23.6,50.0,increasing
V342,2025-08,53.6,45.6,29.9,50.0,increasing
V342,2025-09,54.7,54.1,24.2,50.0,increasing
V342,2025-10,53.9,53.8,30.1,51.8,increasing
V342,2025-11,53.8,40.0,26.2,50.0,increasing
V410,2025-01,63.8,41.2,27.0,50.0,stable
V410,2025-01,63.7,40.0,27.0,50.0,stable
V410,2025-03,65.4,40.0,35.4,50.0,decreasing
V410,2025-04,63.9,40.0,34.9,50.0,decreasing
V410,2025-05,61.4,40.0,33.9,50.0,decreasing
V410,2025-05,55.6,40.0,30.4,56.2,decreasing
V410,2025-06,58.4,40.0,29.0,50.0,decreasing
V410,2025-07,55.2,40.2,28.0,50.0,decreasing
V410,2025-08,50.6,50.3,21.3,61.0,decreasing
V410,2025-09,51.2,40.0,22.8,50.0,decreasing
V410,2025-10,49.4,47.6,22.6,63.2,decreasing
V410,2025-11,49.7,54.1,27.0,62.4,decreasing
V214,2025-01,75.3,40.0,35.5,50.0,stable
V214,2025-01,74.0,40.0,41.3,50.0,stable
V214,2025-03,70.3,40.0,34.4,50.0,decreasing
V214,2025-04,69.1,40.0,38.5,50.0,decreasing
V214,2025-05,69.8,40.0,38.7,50.0,decreasing
V214,2025-05,67.1,40.0,31.2,50.0,decreasing
V214,2025-06,66.9,40.0,37.1,50.0,decreasing
V214,2025-07,64.8,40.0,28.9,50.0,decreasing
V214,2025-08,62.9,46.6,34.6,50.0,decreasing
V214,2025-09,58.7,45.8,25.8,50.0,decreasing
V214,2025-10,54.9,50.4,26.0,50.0,decreasing
V214,2025-11,55.0,54.4,28.5,50.0,decreasing
V346,2025-01,31.3,69.7,16.0,68.5,stable
V346,2025-01,34.1,60.5,12.9,72.3,stable
V346,2025-03,35.9,69.6,21.1,55.7,increasing
V346,2025-04,35.2,62.1,14.6,75.3,increasing
V346,2025-05,38.7,60.8,15.7,50.0,increasing
V346,2025-05,43.9,53.3,25.4,64.5,increasing
V346,2025-06,41.1,58.1,23.9,60.4,increasing
V346,2025-07,47.8,50.7,21.0,50.0,increasing
V346,2025-08,48.5,43.8,26.2,50.0,increasing
V346,2025-09,50.3,53.6,24.4,50.0,increasing
V346,2025-10,48.5,53.2,24.0,54.4,increasing
V346,2025-11,50.7,42.3,21.7,50.0,increasing
V383,2025-01,15.5,89.8,7.4,73.7,stable
V383,2025-01,17.9,91.1,8.7,88.8,stable
V383,2025-03,19.2,83.7,4.7,69.2,increasing
V383,2025-04,18.6,84.2,10.3,71.6,increasing
V383,2025-05,20.9,77.0,9.7,92.5,increasing
V383,2025-05,24.5,79.8,9.8,77.7,increasing
V383,2025-06,25.3,69.2,17.0,67.8,increasing
V383,2025-07,25.8,71.8,17.4,81.5,increasing
V383,2025-08,29.4,61.7,13.6,80.3,increasing
V383,2025-09,34.6,67.5,13.1,71.2,increasing
V383,2025-10,33.3,69.7,15.7,63.1,increasing
V383,2025-11,32.5,64.9,15.5,60.6,increasing
V274,2025-01,29.7,67.0,12.2,60.2,stable
V274,2025-01,24.6,69.6,7.4,87.7,stable
V274,2025-03,24.0,70.0,16.3,68.2,decreasing
V274,2025-04,22.4,79.0,6.6,92.2,decreasing
V274,2025-05,23.7,67.2,7.8,70.5,decreasing
V274,2025-05,25.7,79.4,17.4,74.3,decreasing
V274,2025-06,20.6,77.2,8.9,68.3,decreasing
V274,2025-07,21.7,74.9,14.8,78.4,decreasing
V274,2025-08,19.7,85.8,5.1,89.2,decreasing
V274,2025-09,18.5,88.9,4.6,71.4,decreasing
V274,2025-10,18.7,72.9,10.6,94.9,decreasing
V274,2025-11,14.9,79.4,9.3,74.3,decreasing
V147,2025-01,36.4,66.7,22.5,58.9,stable
V147,2025-01,38.0,58.8,17.6,72.7,stable
V147,2025-03,37.1,70.7,21.3,59.5,increasing
V147,2025-04,37.1,65.1,14.3,52.5,increasing
V147,2025-05,40.9,59.1,23.5,50.0,increasing
V147,2025-05,43.6,57.3,26.5,64.8,increasing
V147,2025-06,40.2,51.7,18.2,72.9,increasing
V147,2025-07,41.9,53.7,19.6,50.0,increasing
V147,2025-08,43.3,62.2,19.2,55.9,increasing
V147,2025-09,45.0,62.5,24.0,50.0,increasing
V147,2025-10,45.5,55.9,18.1,65.3,increasing
V147,2025-11,48.4,58.7,28.4,50.0,increasing
V217,2025-01,63.7,40.0,33.7,50.0,stable
V217,2025-01,61.3,46.2,32.5,50.0,stable
V217,2025-03,65.4,40.0,30.1,50.0,increasing
V217,2025-04,63.3,43.7,29.6,50.0,increasing
V217,2025-05,67.5,40.0,32.6,50.0,increasing
V217,2025-05,67.4,40.0,35.1,50.0,increasing
V217,2025-06,71.4,40.0,38.0,50.0,increasing
V217,2025-07,75.9,40.0,34.9,50.0,increasing
V217,2025-08,74.0,40.0,36.9,50.0,increasing
V217,2025-09,76.8,40.0,33.8,50.0,increasing
V217,2025-10,78.5,40.0,37.4,50.0,increasing
V217,2025-11,81.0,40.0,44.9,50.0,increasing
V007,2025-01,68.3,40.0,36.7,50.0,stable
V007,2025-01,68.3,40.0,30.6,50.0,stable
V007,2025-03,67.1,40.3,33.1,50.0,stable
V007,2025-04,67.8,40.1,30.7,50.0,stable
V007,2025-05,71.7,40.0,40.5,50.0,stable
V007,2025-05,67.3,41.5,33.5,50.0,stable
V007,2025-06,70.7,40.0,34.7,50.0,stable
V007,2025-07,69.2,40.0,35.2,50.0,stable
V007,2025-08,66.8,40.0,34.2,50.0,stable
V007,2025-09,69.4,40.0,37.1,50.0,stable
V007,2025-10,69.7,40.0,38.8,50.0,stable
V007,2025-11,68.1,40.0,37.0,50.0,stable
V268,2025-01,50.9,57.9,29.0,53.1,stable
V268,2025-01,50.4,51.2,20.6,57.0,stable
V268,2025-03,49.3,54.6,27.4,53.7,increasing
V268,2025-04,51.0,43.1,22.4,54.3,increasing
V268,2025-05,57.1,40.3,27.2,50.0,increasing
V268,2025-05,54.8,51.6,23.6,50.0,increasing
V268,2025-06,60.5,40.0,28.8,50.0,increasing
V268,2025-07,58.6,50.8,27.7,54.2,increasing
V268,2025-08,60.4,40.0,30.7,50.0,increasing
V268,2025-09,61.9,40.0,32.5,50.0,increasing
V268,2025-10,64.6,40.0,36.7,50.0,increasing
V268,2025-11,63.0,40.0,34.9,50.0,increasing
V055,2025-01,14.6,90.4,8.5,86.7,stable
V055,2025-01,19.7,80.4,12.9,85.3,stable
V055,2025-03,22.9,71.3,14.2,78.6,increasing
V055,2025-04,20.4,86.7,14.7,75.1,increasing
V055,2025-05,26.4,72.9,17.3,78.0,increasing
V055,2025-05,28.2,69.7,18.5,80.3,increasing
V055,2025-06,28.4,66.9,15.8,65.8,increasing
V055,2025-07,32.7,75.5,18.1,52.4,increasing
V055,2025-08,34.6,56.0,12.6,74.1,increasing
V055,2025-09,36.1,64.2,20.5,58.4,increasing
V055,2025-10,34.0,67.4,16.3,67.7,increasing
V055,2025-11,37.2,65.1,17.6,50.0,increasing
V013,2025-01,68.3,40.0,33.2,50.0,stable
V013,2025-01,65.0,40.0,34.6,50.0,stable
V013,2025-03,62.9,40.0,30.4,50.0,decreasing
V013,2025-04,65.8,41.0,29.5,50.0,decreasing
V013,2025-05,58.9,40.0,24.6,50.0,decreasing
V013,2025-05,57.4,45.0,29.1,56.8,decreasing
V013,2025-06,58.0,40.0,31.3,56.5,decreasing
V013,2025-07,56.4,49.1,25.1,50.0,decreasing
V013,2025-08,52.1,41.8,29.4,54.7,decreasing
V013,2025-09,53.7,43.9,24.4,50.0,decreasing
V013,2025-10,47.4,45.5,18.9,67.1,decreasing
V013,2025-11,50.2,42.0,29.4,50.0,decreasing
V196,2025-01,31.1,60.5,19.0,81.3,stable
V196,2025-01,31.1,60.9,18.5,66.3,stable
V196,2025-03,32.6,69.9,13.4,65.0,stable
V196,2025-04,34.9,67.8,17.0,54.9,stable
V196,2025-05,31.2,76.9,17.2,72.7,stable
V196,2025-05,34.4,57.9,15.6,61.0,stable
V196,2025-06,35.1,66.9,12.6,65.5,stable
V196,2025-07,30.5,61.9,16.3,70.6,stable
V196,2025-08,32.0,73.3,13.1,64.0,stable
V196,2025-09,34.1,56.5,13.4,53.4,stable
V196,2025-10,32.7,59.8,14.1,58.3,stable
V196,2025-11,29.0,75.2,16.0,70.0,stable
V075,2025-01,77.4,40.0,35.4,50.0,stable
V075,2025-01,80.3,40.0,39.1,50.0,stable
V075,2025-03,79.6,40.0,42.7,50.0,stable
V075,2025-04,77.9,40.0,38.2,50.0,stable
V075,2025-05,79.9,40.0,41.0,50.0,stable
V075,2025-05,78.4,40.0,40.5,50.0,stable
V075,2025-06,76.0,40.0,38.1,50.0,stable
V075,2025-07,76.8,40.0,39.9,50.0,stable
V075,2025-08,77.2,40.0,35.4,50.0,stable
V075,2025-09,79.8,40.0,35.6,50.0,stable
V075,2025-10,77.3,40.0,34.9,50.0,stable
V075,2025-11,75.1,40.0,37.2,50.0,stable
V028,2025-01,42.7,51.5,18.5,59.1,stable
V028,2025-01,45.9,63.0,26.0,59.2,stable
V028,2025-03,45.6,57.3,24.6,52.4,increasing
V028,2025-04,47.7,46.3,19.3,52.1,increasing
V028,2025-05,43.7,51.8,18.0,54.9,increasing
V028,2025-05,47.6,54.2,21.2,50.0,increasing
V028,2025-06,44.7,61.0,23.1,50.0,increasing
V028,2025-07,48.0,44.7,28.7,50.0,increasing
V028,2025-08,49.0,51.6,22.9,50.0,increasing
V028,2025-09,49.2,57.4,23.8,50.0,increasing
V028,2025-10,48.9,48.0,20.2,59.3,increasing
V028,2025-11,50.6,40.4,23.3,64.0,increasing
V344,2025-01,75.7,40.0,39.0,50.0,stable
V344,2025-01,77.2,40.0,34.7,50.0,stable
V344,2025-03,83.0,40.0,38.2,50.0,increasing
V344,2025-04,86.3,40.0,47.2,50.0,increasing
V344,2025-05,88.4,40.0,41.8,50.0,increasing
V344,2025-05,85.4,40.0,38.5,50.0,increasing
V344,2025-06,90.4,40.0,42.9,50.0,increasing
V344,2025-07,89.5,40.0,41.0,50.0,increasing
V344,2025-08,95.0,40.0,50.0,50.0,increasing
V344,2025-09,95.0,40.0,47.8,50.0,increasing
V344,2025-10,95.0,40.0,45.7,50.0,increasing
V344,2025-11,95.0,40.0,45.5,50.0,increasing
V029,2025-01,48.1,55.8,19.8,51.7,stable
V029,2025-01,45.7,57.7,22.6,50.8,stable
V029,2025-03,48.9,47.9,27.6,59.0,increasing
V029,2025-04,50.5,45.8,29.7,55.8,increasing
V029,2025-05,52.8,54.1,22.5,50.0,increasing
V029,2025-05,55.9,41.9,27.5,50.0,increasing
V029,2025-06,53.0,45.0,22.2,50.0,increasing
V029,2025-07,57.4,51.6,29.5,50.0,increasing
V029,2025-08,57.5,40.0,24.9,50.0,increasing
V029,2025-09,59.0,40.0,29.3,50.0,increasing
V029,2025-10,59.8,40.0,30.4,50.0,increasing
V029,2025-11,60.5,40.0,29.5,50.0,increasing
V427,2025-01,68.3,40.0,38.4,50.0,stable
V427,2025-01,69.1,40.0,32.3,50.0,stable
V427,2025-03,71.0,40.0,31.0,50.0,stable
V427,2025-04,68.4,40.0,38.2,50.0,stable
V427,2025-05,69.1,40.0,32.3,50.0,stable
V427,2025-05,71.8,40.0,34.8,50.0,stable
V427,2025-06,72.5,40.0,36.2,50.0,stable
V427,2025-07,68.7,40.0,36.4,50.0,stable
V427,2025-08,67.4,40.0,37.8,50.0,stable
V427,2025-09,71.7,40.0,37.7,50.0,stable
V427,2025-10,71.3,40.0,34.0,50.0,stable
V427,2025-11,72.9,40.0,35.7,50.0,stable
V137,2025-01,49.6,40.6,23.3,50.0,stable
V137,2025-01,44.2,63.2,21.9,50.0,stable
V137,2025-03,43.6,60.0,19.7,50.0,decreasing
V137,2025-04,45.8,59.3,25.6,50.0,decreasing
V137,2025-05,46.8,49.9,23.3,50.0,decreasing
V137,2025-05,44.5,58.8,19.8,54.3,decreasing
V137,2025-06,45.4,50.6,21.1,55.1,decreasing
V137,2025-07,43.7,63.6,25.3,55.8,decreasing
V137,2025-08,40.6,59.8,21.7,50.0,decreasing
V137,2025-09,40.7,53.7,25.3,55.1,decreasing
V137,2025-10,37.6,63.9,20.8,60.3,decreasing
V137,2025-11,37.9,53.9,23.2,58.4,decreasing
V083,2025-01,29.1,78.9,14.0,84.7,stable
V083,2025-01,28.4,66.9,16.0,83.3,stable
V083,2025-03,27.8,70.5,18.8,66.5,stable
V083,2025-04,25.9,74.5,11.4,77.4,stable
V083,2025-05,28.5,70.6,18.9,80.3,stable
V083,2025-05,27.9,81.5,13.9,77.7,stable
V083,2025-06,29.2,63.8,19.2,74.6,stable
V083,2025-07,30.6,65.5,13.2,78.4,stable
V083,2025-08,26.9,63.9,11.3,75.9,stable
V083,2025-09,27.4,68.8,13.0,77.5,stable
V083,2025-10,27.3,67.8,12.1,66.2,stable
V083,2025-11,32.6,70.7,19.0,57.0,stable
V497,2025-01,29.0,65.0,15.3,58.4,stable
V497,2025-01,25.2,74.2,11.2,84.1,stable
V497,2025-03,28.6,69.8,19.0,59.3,increasing
V497,2025-04,27.3,68.8,11.8,74.6,increasing
V497,2025-05,30.7,65.8,16.1,74.8,increasing
V497,2025-05,28.7,64.0,14.9,65.3,increasing
V497,2025-06,28.9,72.4,15.8,72.4,increasing
V497,2025-07,31.6,75.9,15.2,57.6,increasing
V497,2025-08,32.9,63.4,20.8,73.5,increasing
V497,2025-09,34.0,64.6,16.2,63.3,increasing
V497,2025-10,32.2,69.0,20.7,65.4,increasing
V497,2025-11,37.5,64.8,16.8,54.8,increasing
V350,2025-01,80.3,40.0,38.1,50.0,stable
V350,2025-01,79.1,40.0,34.6,50.0,stable
V350,2025-03,81.8,40.0,36.4,50.0,stable
V350,2025-04,81.3,40.0,39.0,50.0,stable
V350,2025-05,77.8,40.0,37.2,50.0,stable
V350,2025-05,80.3,40.0,42.6,50.0,stable
V350,2025-06,76.9,40.0,40.8,50.0,stable
V350,2025-07,76.8,40.0,41.9,50.0,stable
V350,2025-08,77.1,40.0,33.6,50.0,stable
V350,2025-09,79.1,40.0,34.6,50.0,stable
V350,2025-10,75.5,40.0,34.8,50.0,stable
V350,2025-11,79.5,40.0,35.3,50.0,stable
V129,2025-01,67.9,40.0,34.4,50.0,stable
V129,2025-01,67.4,40.0,34.9,50.0,stable
V129,2025-03,67.4,40.0,36.9,50.0,stable
V129,2025-04,64.9,40.0,32.9,50.0,stable
V129,2025-05,65.9,40.0,37.5,50.0,stable
V129,2025-05,68.5,40.0,36.2,50.0,stable
V129,2025-06,67.2,40.0,28.9,50.0,stable
V129,2025-07,68.4,40.0,32.2,50.0,stable
V129,2025-08,70.7,40.0,30.8,50.0,stable
V129,2025-09,71.4,40.0,37.9,50.0,stable
V129,2025-10,71.8,40.0,39.5,50.0,stable
V129,2025-11,68.3,40.0,33.0,50.0,stable
V389,2025-01,34.4,64.8,20.8,54.8,stable
V389,2025-01,35.8,67.4,22.1,51.2,stable
V389,2025-03,36.2,63.5,22.7,67.0,stable
V389,2025-04,32.4,71.8,16.3,72.4,stable
V389,2025-05,32.9,71.0,17.4,69.5,stable
V389,2025-05,35.0,71.6,13.2,50.9,stable
V389,2025-06,36.0,58.7,19.6,64.0,stable
V389,2025-07,35.7,60.7,15.2,72.4,stable
V389,2025-08,37.3,68.7,14.7,74.2,stable
V389,2025-09,36.2,61.5,22.8,76.5,stable
V389,2025-10,32.3,62.7,11.5,75.2,stable
V389,2025-11,34.7,62.8,18.7,51.2,stable
V032,2025-01,36.7,56.0,19.7,65.0,stable
V032,2025-01,34.9,64.9,19.3,56.8,stable
V032,2025-03,38.0,60.7,19.3,70.7,stable
V032,2025-04,33.8,56.7,21.5,54.1,stable
V032,2025-05,33.3,59.6,11.7,75.0,stable
V032,2025-05,36.2,71.1,16.5,69.2,stable
V032,2025-06,38.3,66.2,19.4,52.4,stable
V032,2025-07,33.6,73.0,16.8,62.1,stable
V032,2025-08,37.5,69.6,21.8,60.7,stable
V032,2025-09,35.6,71.8,18.5,53.2,stable
V032,2025-10,34.7,57.3,17.4,51.8,stable
V032,2025-11,34.7,55.8,20.5,59.0,stable
V354,2025-01,44.4,63.0,26.9,50.0,stable
V354,2025-01,47.6,59.5,28.1,52.4,stable
V354,2025-03,46.6,44.5,25.3,50.0,stable
V354,2025-04,47.2,61.2,21.2,50.0,stable
V354,2025-05,46.5,48.7,21.6,61.4,stable
V354,2025-05,45.4,55.5,25.1,67.3,stable
V354,2025-06,48.7,58.9,21.7,50.0,stable
V354,2025-07,50.5,57.5,27.3,57.4,stable
V354,2025-08,45.2,64.4,27.1,57.8,stable
V354,2025-09,48.8,42.8,24.9,64.6,stable
V354,2025-10,46.8,44.0,18.8,53.4,stable
V354,2025-11,49.2,49.4,22.7,61.3,stable
V152,2025-01,41.2,64.5,17.5,62.1,stable
V152,2025-01,41.4,62.3,15.9,58.1,stable
V152,2025-03,39.5,58.0,16.0,66.5,decreasing
V152,2025-04,38.6,53.7,15.5,64.9,decreasing
V152,2025-05,38.8,58.2,17.8,73.7,decreasing
V152,2025-05,32.9,58.9,11.6,64.4,decreasing
V152,2025-06,34.1,72.0,17.4,52.2,decreasing
V152,2025-07,32.5,74.9,13.8,54.2,decreasing
V152,2025-08,26.2,72.6,10.9,68.3,decreasing
V152,2025-09,27.5,80.3,18.8,61.3,decreasing
V152,2025-10,24.4,78.7,13.8,62.9,decreasing
V152,2025-11,25.8,68.4,14.9,83.6,decreasing
V105,2025-01,45.6,60.0,20.8,59.0,stable
V105,2025-01,43.3,52.1,23.6,56.8,stable
V105,2025-03,40.6,67.4,22.3,63.1,stable
